millis,arduinoId,temp,humidity,pressure,uva,uvb,uvIndex
41513548,2,22.64,47.52,101.87,0.00,0.00,0.00
41577051,2,22.62,47.45,101.87,0.00,0.00,0.00
41640635,2,22.58,47.49,101.86,0.00,0.00,0.00
41704234,2,22.58,47.44,101.86,0.00,0.00,0.00
41767833,2,22.60,47.44,101.86,0.00,0.00,0.00
41831390,2,22.56,47.48,101.87,0.00,0.00,0.00
41894927,2,22.58,47.53,101.86,0.00,0.00,0.00
41958423,2,22.60,47.50,101.86,0.00,0.00,0.00
42022015,2,22.56,47.49,101.87,0.00,1.00,0.00
42085558,2,22.58,47.54,101.87,0.00,0.00,0.00
42149123,2,22.56,47.53,101.86,0.00,0.00,0.00
42212733,2,22.55,47.54,101.87,0.00,0.00,0.00
42276314,2,22.51,47.45,101.87,0.00,0.00,0.00
42339905,2,22.51,47.47,101.87,0.00,0.00,0.00
42403605,2,22.51,47.57,101.87,0.00,0.00,0.00
42467101,2,22.55,47.49,101.87,0.00,0.00,0.00
42530598,2,22.53,47.48,101.87,0.00,0.00,0.00
42594197,2,22.49,47.52,101.87,0.00,0.00,0.00
42657794,2,22.55,47.54,101.86,0.00,0.00,0.00
42721290,2,22.49,47.52,101.86,0.00,0.00,0.00
42784889,2,22.49,47.58,101.86,0.00,0.00,0.00
42848528,2,22.51,47.56,101.86,0.00,0.00,0.00
42912034,2,22.53,47.53,101.86,0.00,0.00,0.00
42975682,2,22.47,47.52,101.86,0.00,0.00,0.00
43039190,2,22.49,47.55,101.86,0.00,0.00,0.00
43102685,2,22.47,47.51,101.86,0.00,0.00,0.00
43166170,2,22.45,47.47,101.85,0.00,0.00,0.00
43229770,2,22.45,47.54,101.85,0.00,0.00,0.00
43293367,2,22.47,47.55,101.84,0.00,0.00,0.00
43356964,2,22.49,47.55,101.84,0.00,0.00,0.00
43420563,2,22.45,47.56,101.84,0.00,0.00,0.00
43484057,2,22.44,47.54,101.85,0.00,0.00,0.00
43548079,2,22.40,47.53,101.84,0.00,0.00,0.00
43611563,2,22.40,47.54,101.84,0.00,0.00,0.00
43675059,2,22.42,47.54,101.84,0.00,0.00,0.00
43738568,2,22.44,47.59,101.83,0.00,0.00,0.00
43802166,2,22.40,47.57,101.84,0.00,0.00,0.00
43865750,2,22.40,47.52,101.83,0.00,0.00,0.00
43929349,2,22.42,47.51,101.83,0.00,0.00,0.00
43993053,2,22.44,47.61,101.83,0.00,0.00,0.00
44056645,2,22.38,47.57,101.83,0.00,0.00,0.00
44120163,2,22.42,47.58,101.84,0.00,0.00,0.00
44183742,2,22.38,47.59,101.84,0.00,0.00,0.00
44247339,2,22.40,47.60,101.83,0.00,0.00,0.00
44310910,2,22.36,47.52,101.83,0.00,0.00,0.00
44374536,2,22.33,47.54,101.83,0.00,0.00,0.00
44438135,2,22.38,47.60,101.83,0.00,0.00,0.00
44501731,2,22.35,47.55,101.83,0.00,0.00,0.00
44565331,2,22.35,47.56,101.84,0.00,0.00,0.00
44628935,2,22.38,47.63,101.84,0.00,0.00,0.00
44692525,2,22.36,47.59,101.85,0.00,0.00,0.00
44756125,2,22.36,47.61,101.85,0.00,0.00,0.00
44819722,2,22.36,47.64,101.86,0.00,0.00,0.00
44883320,2,22.31,47.59,101.86,0.00,0.00,0.00
44946918,2,22.35,47.69,101.86,0.00,0.00,0.00
45010517,2,22.33,47.61,101.86,0.00,0.00,0.00
45074119,2,22.29,47.59,101.85,0.00,0.00,0.00
45137715,2,22.31,47.60,101.86,0.00,0.00,0.00
45201311,2,22.31,47.63,101.86,0.00,0.00,0.00
45264913,2,22.29,47.66,101.86,0.00,0.00,0.00
45328507,2,22.31,47.76,101.85,0.00,0.00,0.00
45392106,2,22.27,47.74,101.85,0.00,0.00,0.00
45455705,2,22.29,47.68,101.85,0.00,0.00,0.00
45519308,2,22.31,47.69,101.85,0.00,0.00,0.00
45582866,2,22.29,47.72,101.86,0.00,0.00,0.00
45646499,2,22.24,47.65,101.87,0.00,0.00,0.00
45710059,2,22.27,47.72,101.86,0.00,0.00,0.00
45773697,2,22.27,47.74,101.87,0.00,0.00,0.00
45837295,2,22.27,47.73,101.86,0.00,0.00,0.00
45900892,2,22.24,47.72,101.86,0.00,0.00,0.00
45964492,2,22.27,47.70,101.86,0.00,0.00,0.00
46028030,2,22.27,47.79,101.86,0.00,0.00,0.00
46091586,2,22.22,47.79,101.86,0.00,0.00,0.00
46155192,2,22.22,47.74,101.86,0.00,0.00,0.00
46218783,2,22.20,47.68,101.86,0.00,0.00,0.00
46282482,2,22.22,47.73,101.86,0.00,0.00,0.00
46346028,2,22.25,47.75,101.86,0.00,0.00,0.00
46409576,2,22.20,47.78,101.86,0.00,0.00,0.00
46473177,2,22.22,47.68,101.85,0.00,0.00,0.00
46536773,2,22.18,47.71,101.85,0.00,0.00,0.00
46600371,2,22.18,47.70,101.85,0.00,0.00,0.00
46664072,2,22.16,47.73,101.85,0.00,0.00,0.00
46727791,2,22.18,47.76,101.85,0.00,0.00,0.00
46791369,2,22.16,47.79,101.84,0.00,0.00,0.00
46854969,2,22.16,47.83,101.84,0.00,0.00,0.00
46918567,2,22.15,47.75,101.84,0.00,0.00,0.00
46982167,2,22.16,47.83,101.84,0.00,0.00,0.00
47045765,2,22.13,47.80,101.84,0.00,0.00,0.00
47109463,2,22.15,47.77,101.84,0.00,0.00,0.00
47173063,2,22.13,47.79,101.84,0.00,0.00,0.00
47236661,2,22.15,47.78,101.84,0.00,0.00,0.00
47300197,2,22.13,47.78,101.84,0.00,0.00,0.00
47363857,2,22.15,47.86,101.84,0.00,0.00,0.00
47427454,2,22.11,47.79,101.84,0.00,0.00,0.00
47491052,2,22.13,47.90,101.84,0.00,0.00,0.00
47554754,2,22.15,47.78,101.83,0.00,0.00,0.00
47618351,2,22.13,47.84,101.84,0.00,0.00,0.00
47681950,2,22.13,47.82,101.83,0.00,0.00,0.00
47745549,2,22.13,47.88,101.83,0.00,0.00,0.00
47809146,2,22.09,47.81,101.83,0.00,0.00,0.00
47872746,2,22.11,47.78,101.83,0.00,0.00,0.00
47936302,2,22.09,47.85,101.83,0.00,0.00,0.00
47999838,2,22.07,47.79,101.83,0.00,0.00,0.00
48063439,2,22.11,47.88,101.83,0.00,0.00,0.00
48127034,2,22.07,47.83,101.83,0.00,0.00,0.00
48190515,2,22.04,47.90,101.83,0.00,0.00,0.00
48253978,2,22.00,47.91,101.84,0.00,0.00,0.00
48317626,2,22.02,47.99,101.83,0.00,0.00,0.00
48381226,2,22.07,47.93,101.83,0.00,0.00,0.00
48444823,2,22.09,47.84,101.83,0.00,0.00,0.00
48508422,2,21.98,47.90,101.83,0.00,0.00,0.00
48572017,2,22.07,47.89,101.82,0.00,0.00,0.00
48635616,2,22.07,47.84,101.82,0.00,0.00,0.00
48699318,2,22.05,47.87,101.82,0.00,0.00,0.00
48762915,2,22.05,47.83,101.82,0.00,0.00,0.00
48826514,2,22.04,47.80,101.82,0.00,0.00,0.00
48890131,2,22.04,47.85,101.82,0.00,0.00,0.00
48953848,2,22.02,47.80,101.82,0.00,0.00,0.00
49017514,2,21.98,47.83,101.82,0.00,0.00,0.00
49081216,2,22.02,47.86,101.83,0.00,0.00,0.00
49144913,2,21.98,47.82,101.82,0.00,0.00,0.00
49208528,2,22.00,47.92,101.82,0.00,0.00,0.00
49272117,2,21.98,47.87,101.82,0.00,0.00,0.00
49335771,2,21.98,47.95,101.82,0.00,0.00,0.00
49399409,2,21.98,47.83,101.82,0.00,0.00,0.00
49463009,2,22.00,47.91,101.81,0.00,0.00,0.00
49526709,2,21.98,48.00,101.81,0.00,0.00,0.00
49590414,2,21.94,47.91,101.80,0.00,0.00,0.00
49654006,2,21.98,47.94,101.80,0.00,0.00,0.00
49717607,2,21.96,47.91,101.80,0.00,0.00,0.00
49781307,2,21.96,47.98,101.80,0.00,0.00,0.00
49844904,2,21.94,47.96,101.79,0.00,0.00,0.00
49908503,2,21.94,47.92,101.79,0.00,0.00,0.00
49972103,2,21.96,47.93,101.79,0.00,0.00,0.00
50035752,2,21.89,48.01,101.79,0.00,0.00,0.00
50099401,2,21.94,48.00,101.79,0.00,0.00,0.00
50163002,2,21.91,47.98,101.78,0.00,0.00,0.00
50226495,2,21.93,47.96,101.78,0.00,0.00,0.00
50290094,2,21.91,47.98,101.78,0.00,0.00,0.00
50353695,2,21.91,48.06,101.78,0.00,0.00,0.00
50417188,2,21.91,47.93,101.78,0.00,0.00,0.00
50480787,2,21.91,47.97,101.78,0.00,0.00,0.00
50544281,2,21.87,48.04,101.77,0.00,0.00,0.00
50607881,2,21.84,47.96,101.77,0.00,0.00,0.00
50671480,2,21.87,47.98,101.77,0.00,0.00,0.00
50735078,2,21.87,47.95,101.77,0.00,0.00,0.00
50799085,2,21.85,48.05,101.77,0.00,0.00,0.00
50862583,2,21.85,47.99,101.77,0.00,0.00,0.00
50926179,2,21.84,48.03,101.77,0.00,0.00,0.00
50989778,2,21.87,47.98,101.77,0.00,0.00,0.00
51053479,2,21.87,47.98,101.77,0.00,0.00,0.00
51117076,2,21.85,48.05,101.77,0.00,0.00,0.00
51180677,2,21.87,47.99,101.77,0.00,0.00,0.00
51244275,2,21.87,47.98,101.77,0.00,0.00,0.00
51307830,2,21.80,48.02,101.77,0.00,0.00,0.00
51371369,2,21.84,48.04,101.77,0.00,0.00,0.00
51434967,2,21.80,47.98,101.77,0.00,0.00,0.00
51498566,2,21.82,47.97,101.77,0.00,0.00,0.00
51562163,2,21.82,47.90,101.77,0.00,0.00,0.00
51625765,2,21.82,48.03,101.77,0.00,0.00,0.00
51689291,2,21.76,48.04,101.77,0.00,0.00,0.00
51752858,2,21.82,48.04,101.76,0.00,0.00,0.00
51816464,2,21.78,47.96,101.76,0.00,0.00,0.00
51880054,2,21.78,48.03,101.76,0.00,0.00,0.00
51943650,2,21.82,47.98,101.76,0.00,0.00,0.00
52007352,2,21.76,48.02,101.76,0.00,0.00,0.00
52070958,2,21.78,48.03,101.76,0.00,0.00,0.00
52134550,2,21.80,48.03,101.76,0.00,0.00,0.00
52198147,2,21.74,48.06,101.75,0.00,0.00,0.00
52261744,2,21.74,48.10,101.76,0.00,0.00,0.00
52325282,2,21.74,48.08,101.76,0.00,0.00,0.00
52388947,2,21.71,48.01,101.75,0.00,0.00,0.00
52452540,2,21.73,48.07,101.75,0.00,0.00,0.00
52516165,2,21.76,48.08,101.76,0.00,0.00,0.00
52579854,2,21.74,48.10,101.76,0.00,0.00,0.00
52643540,2,21.74,48.06,101.76,0.00,0.00,0.00
52707136,2,21.74,48.01,101.76,0.00,0.00,0.00
52770733,2,21.76,48.08,101.76,0.00,0.00,0.00
52834333,2,21.73,48.02,101.76,0.00,0.00,0.00
52897931,2,21.74,48.02,101.76,0.00,0.00,0.00
52961437,2,21.67,48.04,101.77,0.00,0.00,0.00
53025128,2,21.69,48.06,101.77,0.00,0.00,0.00
53095538,2,21.69,48.05,101.77,0.00,0.00,0.00
53166801,2,21.85,47.98,101.77,0.00,0.00,0.00
53237900,2,22.20,47.50,101.77,0.00,0.00,0.00
53308958,2,22.64,46.75,101.77,0.00,0.00,0.00
53380017,2,23.13,46.09,101.78,0.00,0.00,0.00
53451075,2,23.44,45.53,101.78,0.00,0.00,0.00
53522134,2,23.73,44.93,101.77,0.00,0.00,0.00
53593192,2,23.93,44.62,101.77,0.00,0.00,0.00
53664251,2,24.00,44.25,101.77,0.00,1.00,0.00
53735310,2,24.17,43.94,101.77,0.00,1.00,0.00
53806368,2,24.22,43.75,101.77,0.00,1.00,0.00
53877427,2,24.31,43.53,101.77,0.00,1.00,0.00
53948486,2,24.39,43.33,101.77,0.00,1.00,0.00
54019544,2,24.44,43.22,101.77,0.00,1.00,0.00
54090603,2,24.40,43.00,101.77,0.00,1.00,0.00
54161662,2,24.51,42.91,101.77,0.00,1.00,0.00
54232720,2,24.55,42.83,101.77,0.00,1.00,0.00
54303779,2,24.60,42.79,101.76,0.00,0.00,0.00
54374838,2,24.59,42.68,101.77,0.00,2.00,0.00
54445896,2,24.62,42.63,101.77,0.00,1.00,0.00
54516955,2,24.62,42.51,101.76,0.00,2.00,0.00
54588014,2,24.62,42.49,101.76,0.00,1.00,0.00
54659072,2,24.68,42.46,101.77,0.00,1.00,0.00
54730131,2,24.64,42.38,101.77,0.00,1.00,0.00
54801190,2,24.64,42.36,101.77,0.00,1.00,0.00
54872248,2,24.66,42.35,101.77,0.00,2.00,0.00
54943307,2,24.66,42.33,101.77,0.00,2.00,0.00
55014366,2,24.69,42.27,101.77,0.00,1.00,0.00
55085424,2,24.66,42.29,101.77,0.00,1.00,0.00
55156483,2,24.68,42.20,101.77,0.00,2.00,0.00
55227542,2,24.68,42.18,101.77,0.00,3.00,0.00
55298610,2,24.69,42.16,101.77,0.00,2.00,0.00
55369669,2,24.69,42.16,101.76,0.00,2.00,0.00
55440728,2,24.71,42.13,101.76,0.00,2.00,0.00
55511786,2,24.73,42.11,101.76,0.00,3.00,0.00
55582845,2,24.69,42.20,101.76,0.00,3.00,0.00
55653904,2,24.68,42.13,101.76,0.00,3.00,0.00
55724962,2,24.71,42.10,101.76,0.00,3.00,0.00
55796021,2,24.73,42.09,101.76,0.00,4.00,0.01
55867080,2,24.68,42.03,101.76,0.00,4.00,0.01
55938138,2,24.69,42.08,101.76,0.00,4.00,0.01
56009197,2,24.73,41.99,101.76,0.00,4.00,0.01
56080256,2,24.69,41.94,101.76,0.00,4.00,0.01
56151314,2,24.71,41.98,101.76,0.00,5.00,0.01
56222373,2,24.77,42.01,101.76,0.00,5.00,0.01
56293432,2,24.66,41.96,101.77,0.00,4.00,0.01
56364500,2,24.69,41.94,101.76,0.00,4.00,0.01
56435569,2,24.73,41.96,101.76,0.00,5.00,0.01
56506638,2,24.73,41.89,101.77,0.00,6.00,0.01
56577706,2,24.71,41.90,101.77,0.00,5.00,0.01
56648775,2,24.71,41.98,101.77,0.00,6.00,0.01
56719854,2,24.71,41.94,101.76,0.00,7.00,0.01
56790932,2,24.68,41.92,101.76,0.00,7.00,0.01
56862011,2,24.73,41.78,101.76,0.00,7.00,0.01
56933090,2,24.71,41.83,101.76,0.00,8.00,0.01
57004168,2,24.62,41.91,101.76,0.00,8.00,0.01
57075257,2,24.69,41.87,101.76,0.00,9.00,0.01
57146356,2,24.69,41.91,101.76,0.00,9.00,0.01
57217464,2,24.69,41.87,101.76,0.00,9.00,0.01
57288583,2,24.68,41.80,101.75,0.00,10.00,0.01
57359702,2,24.66,41.86,101.75,0.00,10.00,0.01
57430820,2,24.69,41.88,101.75,0.00,10.00,0.01
57501949,2,24.66,41.87,101.75,1.00,10.00,0.01
57573067,2,24.68,41.82,101.75,1.00,11.00,0.01
57644196,2,24.66,41.76,101.76,-0.22,9.05,0.02
57715315,2,24.64,41.77,101.75,0.78,10.05,0.01
57786434,2,24.66,41.75,101.75,1.78,12.05,0.02
57857552,2,24.66,41.78,101.74,1.78,12.05,0.02
57928671,2,24.66,41.68,101.74,2.78,13.05,0.02
57999790,2,24.69,41.72,101.74,1.56,12.10,0.02
58070908,2,24.68,41.66,101.74,3.78,15.05,0.02
58142027,2,24.64,41.64,101.74,3.56,14.10,0.02
58213145,2,24.59,41.69,101.74,2.56,14.10,0.02
58284264,2,24.62,41.71,101.74,5.78,17.05,0.03
58355383,2,24.60,41.76,101.74,2.56,14.10,0.02
58426511,2,24.62,41.71,101.74,2.56,13.10,0.02
58497630,2,24.62,41.74,101.74,3.78,15.05,0.02
58568749,2,24.60,41.73,101.74,4.78,15.05,0.02
58639867,2,24.62,41.76,101.74,1.56,12.10,0.02
58710986,2,24.57,41.75,101.74,3.56,14.10,0.02
58782105,2,24.57,41.66,101.74,3.56,15.10,0.02
58853223,2,24.60,41.69,101.74,5.56,17.10,0.03
58924342,2,24.64,41.61,101.74,3.56,15.10,0.02
58985790,2,24.62,41.70,101.73,4.56,16.10,0.02
59046823,2,24.49,41.71,101.74,4.34,15.15,0.02
59107856,2,24.46,41.78,101.73,7.56,19.10,0.03
59168892,2,24.31,41.93,101.73,5.56,17.10,0.03
59229925,2,24.26,42.18,101.74,7.56,19.10,0.03
59290958,2,24.13,42.29,101.74,5.34,17.15,0.03
59351991,2,24.06,42.40,101.73,6.56,18.10,0.03
59413024,2,24.04,42.47,101.73,5.56,17.10,0.03
59474057,2,23.98,42.53,101.74,4.56,15.10,0.02
59535090,2,23.88,42.68,101.74,4.56,15.10,0.02
59596122,2,23.89,42.82,101.74,4.56,16.10,0.02
59657155,2,23.84,42.88,101.74,5.56,16.10,0.02
59718188,2,23.84,42.87,101.74,5.56,17.10,0.03
59779221,2,23.82,42.92,101.74,4.34,15.15,0.02
59840257,2,23.82,42.96,101.74,6.56,18.10,0.03
59901290,2,23.80,42.99,101.73,5.34,16.15,0.02
59962323,2,23.80,43.05,101.74,6.56,19.10,0.03
60023356,2,23.77,43.02,101.73,6.56,18.10,0.03
60084389,2,23.75,43.03,101.74,4.34,15.15,0.02
60145422,2,23.73,43.09,101.73,4.34,15.15,0.02
60206455,2,23.69,43.04,101.74,6.56,18.10,0.03
60267488,2,23.75,43.13,101.74,4.34,16.15,0.02
60328520,2,23.69,43.12,101.73,5.34,16.15,0.02
60389553,2,23.71,43.13,101.73,6.56,18.10,0.03
60450586,2,23.67,43.14,101.74,6.56,19.10,0.03
60511622,2,23.69,43.22,101.74,4.01,14.41,0.02
60572655,2,23.62,43.17,101.74,6.56,18.10,0.03
60633688,2,23.67,43.27,101.74,4.34,15.15,0.02
60694721,2,23.60,43.16,101.74,5.56,17.10,0.03
60755754,2,23.67,43.21,101.74,5.01,16.41,0.02
60816787,2,23.69,43.09,101.74,7.56,19.10,0.03
60877820,2,23.69,43.17,101.74,5.78,16.05,0.03
60938853,2,23.66,43.31,101.74,4.56,16.10,0.02
60999886,2,23.64,43.28,101.73,5.56,17.10,0.03
61060918,2,23.64,43.27,101.73,6.56,18.10,0.03
61121951,2,23.66,43.27,101.74,7.01,18.41,0.03
61182996,2,23.66,43.12,101.73,7.01,19.41,0.03
61244029,2,23.62,43.11,101.73,5.46,17.72,0.03
61305062,2,23.60,43.09,101.73,5.46,17.72,0.03
61366095,2,23.62,43.12,101.73,6.46,17.72,0.03
61427128,2,23.60,43.05,101.73,6.13,16.98,0.03
61488161,2,23.55,43.03,101.73,6.13,18.98,0.03
61549194,2,23.62,43.00,101.73,7.13,19.98,0.03
61610226,2,23.62,42.95,101.73,7.13,18.98,0.03
61671259,2,23.60,42.91,101.72,7.80,19.24,0.03
61732292,2,23.58,42.91,101.73,5.58,18.29,0.03
61793325,2,23.57,42.86,101.73,4.03,14.60,0.02
61854361,2,23.60,42.85,101.73,5.03,16.60,0.03
61915394,2,23.55,42.78,101.73,6.03,17.60,0.03
61976427,2,23.62,42.82,101.73,5.70,17.86,0.03
62037460,2,23.55,42.65,101.73,6.15,19.17,0.03
62098493,2,23.58,42.54,101.73,4.05,15.79,0.02
62159526,2,23.64,42.45,101.72,5.72,18.05,0.03
62220559,2,23.69,42.32,101.72,7.39,21.31,0.03
62281592,2,23.69,42.24,101.72,5.62,19.67,0.03
62342625,2,23.69,42.14,101.73,4.74,18.24,0.03
62403658,2,23.67,41.99,101.72,5.19,18.55,0.03
62464691,2,23.73,41.89,101.73,6.86,20.81,0.03
62525726,2,23.66,42.06,101.73,6.31,21.12,0.03
62586764,2,23.71,41.98,101.73,7.98,23.38,0.04
62647810,2,23.75,41.86,101.73,6.21,23.69,0.04
62708843,2,23.80,41.74,101.73,10.43,26.69,0.04
62769876,2,23.82,41.59,101.73,7.33,22.31,0.03
62830909,2,23.84,41.49,101.73,9.00,25.57,0.04
62891942,2,23.88,41.51,101.73,9.78,27.62,0.04
62952974,2,23.84,41.56,101.72,9.23,26.93,0.04
63014007,2,23.86,41.38,101.72,8.68,25.24,0.04
63075040,2,23.91,41.36,101.72,6.80,23.81,0.04
63136076,2,23.93,41.39,101.72,8.47,26.07,0.04
63197109,2,23.95,41.39,101.72,8.92,27.38,0.04
63258142,2,23.91,41.31,101.72,9.37,26.69,0.04
63319175,2,23.95,41.25,101.72,17.62,38.24,0.06
63380208,2,23.97,41.23,101.72,13.29,32.50,0.05
63441241,2,24.02,41.22,101.72,15.96,35.76,0.06
63502274,2,24.06,41.09,101.72,27.66,48.62,0.08
63563307,2,24.08,41.05,101.72,12.53,33.64,0.05
63624340,2,24.11,40.97,101.72,17.45,42.45,0.07
63685373,2,24.09,40.83,101.72,24.42,50.48,0.08
63746406,2,24.22,40.88,101.72,24.38,50.10,0.08
63807442,2,24.22,41.21,101.72,31.77,63.41,0.11
63868474,2,24.22,40.83,101.72,40.92,76.58,0.14
63929507,2,24.24,40.63,101.72,29.90,57.82,0.10
63990540,2,24.28,41.40,101.72,26.45,51.51,0.09
64051573,2,24.28,41.54,101.72,25.33,48.94,0.08
64112606,2,24.29,41.51,101.71,30.27,59.94,0.10
64173639,2,24.31,41.27,101.71,29.75,59.22,0.10
64234672,2,24.28,40.90,101.71,20.66,46.62,0.08
64295705,2,24.33,40.68,101.70,19.66,46.62,0.07
64356738,2,24.35,40.67,101.70,14.62,36.24,0.06
64417771,2,24.35,40.86,101.70,18.03,39.17,0.06
64478807,2,24.39,41.11,101.70,14.29,35.50,0.06
64539840,2,24.37,40.90,101.70,12.29,33.50,0.05
64600873,2,24.40,40.86,101.70,18.01,37.98,0.06
64661906,2,24.40,41.17,101.70,13.43,36.26,0.06
64722939,2,24.42,40.65,101.70,13.67,37.40,0.06
64783972,2,24.42,40.63,101.70,13.67,36.40,0.06
64845005,2,24.53,40.61,101.70,12.34,35.66,0.06
64906038,2,24.53,40.57,101.69,14.34,37.66,0.06
64967070,2,24.57,40.54,101.69,13.12,37.71,0.06
65028103,2,24.57,40.55,101.70,13.79,37.97,0.06
65089136,2,24.59,40.59,101.70,13.24,37.28,0.06
65150172,2,24.57,40.61,101.70,10.69,33.59,0.05
65211205,2,24.55,40.57,101.70,13.91,37.54,0.06
65272238,2,24.55,40.67,101.69,12.48,36.42,0.06
65333271,2,24.60,40.62,101.69,14.39,35.88,0.06
65394304,2,24.62,41.13,101.69,12.65,36.21,0.06
65455337,2,24.59,40.97,101.69,12.27,32.31,0.05
65516370,2,24.60,41.31,101.70,13.29,34.50,0.05
65577403,2,24.68,41.22,101.70,14.82,36.00,0.06
65638436,2,24.66,41.34,101.70,14.53,36.64,0.06
65699469,2,24.66,41.10,101.70,12.88,35.57,0.06
65760505,2,24.71,40.91,101.70,13.16,39.09,0.06
65821538,2,24.80,40.41,101.70,12.83,38.35,0.06
65882571,2,24.84,40.34,101.69,14.24,38.28,0.06
65943604,2,24.84,40.57,101.69,12.83,37.35,0.06
66004637,2,24.88,40.27,101.69,11.83,37.35,0.06
66065669,2,24.91,40.34,101.70,13.38,39.04,0.06
66126702,2,25.02,40.17,101.69,12.38,37.04,0.06
66187735,2,24.99,40.25,101.69,11.83,36.35,0.06
66248768,2,25.02,40.28,101.69,12.83,38.35,0.06
66309801,2,25.04,40.18,101.68,16.38,43.04,0.07
66370834,2,25.15,40.03,101.69,14.83,40.35,0.06
66431879,2,25.15,40.04,101.69,13.28,38.66,0.06
66492912,2,25.19,40.04,101.68,13.95,40.92,0.06
66553945,2,25.19,39.92,101.68,15.28,41.66,0.07
66614978,2,25.22,39.94,101.68,16.28,43.66,0.07
66676011,2,25.31,39.87,101.68,13.73,39.97,0.06
66737043,2,25.31,39.87,101.68,14.40,40.23,0.06
66798076,2,25.39,39.90,101.68,13.18,40.28,0.06
66859109,2,25.42,39.80,101.68,-10.41,11.15,0.01
66920142,2,25.37,39.17,101.68,-8.84,14.03,0.01
66981175,2,25.19,39.75,101.69,-7.72,15.60,0.01
67042208,2,25.02,40.04,101.69,-7.51,16.77,0.02
67103244,2,24.97,40.34,101.68,-7.94,15.65,0.01
67164277,2,25.00,40.47,101.69,-5.94,17.65,0.02
67225310,2,24.88,40.30,101.69,-7.04,17.27,0.02
67286343,2,24.82,40.44,101.68,-6.04,18.27,0.02
67347376,2,24.88,40.50,101.69,-6.82,17.22,0.02
67408409,2,24.82,40.64,101.69,-5.82,19.22,0.02
67469442,2,24.69,40.90,101.69,-8.59,15.58,0.01
67530475,2,24.73,40.97,101.69,-8.02,16.46,0.02
67591526,2,24.57,41.19,101.69,-5.80,20.41,0.02
67652559,2,24.60,41.48,101.69,-5.68,20.98,0.02
67713595,2,24.49,41.53,101.69,-5.01,17.30,0.02
67774628,2,24.64,42.40,101.69,-2.73,22.82,0.03
67835661,2,24.60,41.95,101.69,3.89,28.92,0.04
67896694,2,24.55,42.15,101.69,2.46,27.80,0.04
67957727,2,24.60,42.08,101.69,-3.26,22.32,0.03
68018760,2,24.60,41.52,101.69,-0.16,25.70,0.03
68079793,2,24.66,41.71,101.69,-4.61,19.39,0.02
68140826,2,24.59,41.75,101.70,-3.43,23.53,0.03
68201858,2,24.57,41.36,101.70,-2.12,25.08,0.03
68262891,2,24.66,41.66,101.70,-2.18,22.51,0.03
68323924,2,24.80,41.89,101.69,1.71,22.78,0.03
68384960,2,24.95,42.34,101.70,-1.16,24.70,0.03
68445993,2,24.97,41.71,101.69,-5.98,21.84,0.02
68507026,2,25.08,41.16,101.69,-8.43,17.53,0.02
68568059,2,25.15,40.96,101.70,-4.00,23.65,0.03
68629092,2,25.28,41.00,101.69,-0.81,25.63,0.03
68690125,2,25.30,41.12,101.69,-5.55,21.96,0.02
68751158,2,25.33,40.76,101.69,-7.00,19.65,0.02
68812191,2,24.95,41.03,101.69,-0.01,23.30,0.03
68873224,2,24.79,42.07,101.69,0.14,20.90,0.03
68934257,2,24.73,42.82,101.69,-7.35,17.72,0.02
68995290,2,24.79,41.60,101.70,-2.77,20.44,0.02
69056326,2,24.73,42.19,101.69,-4.75,17.63,0.02
69117358,2,24.86,42.03,101.70,-1.05,19.92,0.03
69178391,2,24.88,42.43,101.69,-1.62,19.04,0.02
69239424,2,24.84,42.35,101.69,0.73,21.97,0.03
69300457,2,24.51,42.32,101.69,-3.47,23.15,0.03
69361490,2,24.49,41.49,101.69,4.14,25.90,0.04
69422523,2,24.75,42.52,101.69,6.84,25.19,0.04
69483556,2,24.69,42.77,101.68,5.06,23.14,0.03
69544589,2,24.57,42.93,101.68,2.43,22.26,0.03
69605622,2,24.57,42.72,101.68,5.88,25.57,0.04
69666658,2,24.53,42.98,101.68,6.10,31.09,0.04
69727691,2,24.60,42.19,101.68,8.90,30.76,0.05
69788724,2,24.53,42.92,101.68,12.11,36.93,0.06
69849757,2,24.69,42.99,101.67,12.85,34.60,0.05
69910790,2,24.73,43.11,101.67,10.64,32.43,0.05
69971823,2,24.80,42.66,101.68,9.67,37.97,0.06
70032855,2,24.71,41.77,101.68,13.21,36.31,0.06
70093888,2,24.82,42.55,101.67,14.05,35.36,0.06
70154921,2,24.82,42.84,101.67,12.38,33.10,0.05
70215954,2,24.80,42.79,101.67,12.44,34.67,0.05
70276987,2,24.80,42.44,101.67,5.73,35.54,0.05
70338023,2,24.88,41.16,101.67,11.12,38.28,0.06
70399056,2,25.00,41.28,101.67,12.21,35.31,0.05
70460089,2,25.08,42.08,101.67,5.96,30.33,0.04
70521122,2,25.19,41.40,101.67,7.51,33.02,0.05
70582155,2,25.04,41.12,101.67,9.55,36.40,0.05
70643188,2,25.02,41.00,101.67,14.23,39.50,0.06
70704221,2,25.02,41.55,101.67,9.29,36.07,0.05
70765254,2,24.90,41.20,101.67,9.37,33.26,0.05
70826287,2,25.06,41.32,101.67,10.25,33.69,0.05
70887320,2,25.19,41.18,101.67,11.06,36.71,0.06
70948353,2,25.17,40.92,101.67,9.84,35.76,0.05
71009388,2,25.08,40.77,101.67,11.12,39.28,0.06
71070421,2,25.20,40.27,101.67,13.53,40.21,0.06
